
..................TÜRKİYE VE YAKIN ÇEVRESİNDEKİ SON DEPREMLER....................
.....BÖLGESEL DEPREM-TSUNAMİ İZLEME VE DEĞERLENDİRME MERKEZİ HIZLI ÇÖZÜMLERİ.....
......(YAPAY SARSINTI ANALİZİ YAPILMAMIŞTIR) Son 500 deprem listelenmiştir......
                                                        Büyüklük
Tarih      Saat      Enlem(N)  Boylam(E) Derinlik(km)  MD   ML   Mw    Yer                                             Çözüm Niteliği
2020.06.14 21:09:31  39.3483   40.7058        4.5      -.-  3.0  3.1   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 21:03:12  39.3657   40.7700        1.3      -.-  2.2  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 21:01:51  34.0408   26.1498        7.7      -.-  3.2  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2020.06.14 21:01:48  39.3620   40.6670        5.4      -.-  1.9  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 21:00:13  39.3515   40.7630        2.2      -.-  2.0  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 20:59:21  40.9198   33.8960        7.6      -.-  3.2  3.1   KARABEY-TOSYA (KASTAMONU)                         İlksel
2020.06.14 20:58:49  39.3980   40.7155        5.0      -.-  2.3  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     REVIZE01   (2020.06.14 20:58:49)
2020.06.14 20:56:23  39.3745   40.7420        4.7      -.-  2.1  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 20:54:25  39.3432   40.6992        5.2      -.-  1.9  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:52:43  39.3573   40.6825        6.5      -.-  1.9  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:52:13  39.3593   40.7047        5.2      -.-  2.1  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:50:25  39.3452   40.7413        4.9      -.-  2.7  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 20:47:06  39.3558   40.6930        8.7      -.-  2.1  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:46:16  39.3610   40.6910        2.1      -.-  1.9  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:45:02  39.3788   40.6973        4.9      -.-  2.5  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:43:23  39.3642   40.7272        5.5      -.-  2.4  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 20:32:02  39.3600   40.6883        5.9      -.-  2.3  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:28:38  39.3228   40.7152        5.0      -.-  2.5  -.-   DINARBEY-YEDISU (BINGOL)                          REVIZE01   (2020.06.14 20:28:38)
2020.06.14 20:26:37  39.3630   40.7522        5.1      -.-  2.2  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 20:23:08  39.3478   40.6870        1.7      -.-  2.4  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:17:44  39.3675   40.6727        9.0      -.-  2.3  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:16:40  39.3475   40.6918        5.0      -.-  2.8  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:13:13  39.3583   40.7378        4.4      -.-  1.9  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 20:11:04  39.3565   40.6850        5.4      -.-  2.1  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 20:08:49  39.3537   40.7695        5.8      -.-  2.1  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 20:06:23  39.3567   40.7077        2.8      -.-  2.2  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 19:59:42  39.3557   40.7390        1.4      -.-  3.6  3.6   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 19:52:59  39.3777   40.6688       14.2      -.-  2.2  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 19:51:30  39.3422   40.7468        8.7      -.-  2.4  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 19:32:11  39.3667   40.7308        5.0      -.-  3.3  3.4   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 19:27:34  39.3425   40.6673        4.9      -.-  2.3  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 19:24:35  39.3760   40.6875        5.1      -.-  2.4  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 19:23:15  39.3470   40.7067        8.3      -.-  2.0  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 19:21:58  39.3490   40.7385       10.0      -.-  2.0  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 19:18:19  39.3508   40.7127       16.4      -.-  2.2  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 19:14:15  39.3555   40.7327        5.3      -.-  2.2  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     REVIZE01   (2020.06.14 19:14:14)
2020.06.14 19:09:19  39.3638   40.6385       16.9      -.-  2.6  -.-   ELMALI-YEDISU (BINGOL)                            İlksel
2020.06.14 19:09:18  38.4315   39.0785        8.4      -.-  2.2  -.-   GOZELI-SIVRICE (ELAZIG)                           İlksel
2020.06.14 19:06:35  39.4007   40.6592        5.3      -.-  2.2  -.-   ELMALI-YEDISU (BINGOL)                            İlksel
2020.06.14 18:58:18  39.3293   40.7350        5.0      -.-  3.6  3.8   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 18:53:26  39.3773   40.6542        5.0      -.-  2.8  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 18:50:36  36.8113   26.2000        7.1      -.-  2.4  -.-   AKDENIZ                                           İlksel
2020.06.14 18:49:34  39.3257   40.6978        5.0      -.-  2.6  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 18:48:41  38.3908   39.0895        9.1      -.-  1.4  -.-   KALABA-SIVRICE (ELAZIG)                           İlksel
2020.06.14 18:45:17  39.3568   40.6702        2.8      -.-  2.5  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 18:37:03  39.3330   40.7573        5.0      -.-  3.0  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 18:32:05  39.3323   40.7170        5.0      -.-  2.4  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 18:28:48  39.3710   40.7218       23.3      -.-  2.7  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 18:25:00  39.3730   40.7245        5.0      -.-  3.3  3.5   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 18:22:07  39.3925   40.6570       16.8      -.-  2.1  -.-   ELMALI-YEDISU (BINGOL)                            İlksel
2020.06.14 18:09:15  39.3665   40.7655        1.3      -.-  4.6  4.7   KAYNARPINAR-KARLIOVA (BINGOL)                     REVIZE01   (2020.06.14 18:09:14)
2020.06.14 18:05:14  39.3652   40.6232        6.7      -.-  2.2  -.-   ELMALI-YEDISU (BINGOL)                            İlksel
2020.06.14 18:02:40  36.9207   27.5215        4.9      -.-  1.8  -.-   GOKOVA KORFEZI (AKDENIZ)                          İlksel
2020.06.14 18:02:12  39.3722   40.6483       12.2      -.-  2.2  -.-   ELMALI-YEDISU (BINGOL)                            İlksel
2020.06.14 18:02:02  39.3822   40.6938       12.9      -.-  2.3  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 17:57:18  37.1515   34.5510        3.9      -.-  3.1  3.0   SEBIL-CAMLIYAYLA (MERSIN)                         İlksel
2020.06.14 17:53:46  39.3720   40.6775       16.3      -.-  3.2  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 17:48:55  39.3800   40.6758       12.6      -.-  3.2  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 17:47:48  39.3513   40.6867        3.0      -.-  3.0  2.8   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 17:45:36  39.3755   40.6827        8.4      -.-  2.8  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 17:43:49  39.3498   40.6403        5.0      -.-  2.9  -.-   DINARBEY-YEDISU (BINGOL)                          İlksel
2020.06.14 17:34:46  39.3607   40.7458        5.0      -.-  4.5  4.6   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 17:30:31  39.3623   40.7552        5.0      -.-  3.5  -.-   KAYNARPINAR-KARLIOVA (BINGOL)                     İlksel
2020.06.14 17:24:26  39.3495   40.7350        5.0      -.-  5.8  5.8   KAYNARPINAR-KARLIOVA (BINGOL)                     REVIZE01   (2020.06.14 17:24:27)
2020.06.14 16:09:54  38.2627   38.8482        1.0      -.-  2.2  -.-   ORMELI-PUTURGE (MALATYA)                          İlksel
2020.06.14 15:22:56  34.7182   25.4503       31.4      -.-  3.0  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2020.06.14 15:02:13  35.3245   26.6698       49.4      -.-  3.3  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2020.06.14 13:16:29  39.3403   27.8748        5.0      -.-  2.0  -.-   KOZDEREGUVEN-(BALIKESIR)                          İlksel
2020.06.14 12:09:40  37.1892   27.9683        0.0      -.-  1.6  -.-   CAMLICA-YATAGAN (MUGLA)                           İlksel
2020.06.14 10:57:04  38.8697   26.4268        5.2      -.-  2.1  -.-   EGE DENIZI                                        İlksel
2020.06.14 10:36:49  38.6895   38.1273        5.4      -.-  2.1  -.-   AKYAZI-YAZIHAN (MALATYA)                          İlksel
2020.06.14 08:55:55  38.4970   39.2665        3.0      -.-  1.8  -.-   BEKCITEPE-SIVRICE (ELAZIG)                        İlksel
2020.06.14 06:47:16  38.2163   27.2563        7.0      -.-  1.5  -.-   YESILKOY-TORBALI (IZMIR)                          İlksel
2020.06.14 06:03:40  39.1242   27.8287        8.9      -.-  2.0  -.-   KARAKURT-KIRKAGAC (MANISA)                        İlksel
2020.06.14 05:35:10  40.3080   37.1873        5.0      -.-  2.2  -.-   CILEHANE-ALMUS (TOKAT)                            İlksel
2020.06.14 05:34:17  39.2828   28.8648        4.4      -.-  2.0  -.-   CAMLIK-SIMAV (KUTAHYA)                            İlksel
2020.06.14 02:55:23  37.4568   35.9317       22.4      -.-  1.6  -.-   ACARMANTAS-KOZAN (ADANA)                          İlksel
2020.06.14 01:00:08  36.6862   28.7753       10.8      -.-  1.4  -.-   KAPIKARGIN-DALAMAN (MUGLA)                        İlksel
2020.06.14 00:39:04  40.1707   34.6127        5.0      -.-  2.0  -.-   EKMEKCI-SUNGURLU (CORUM)                          İlksel
2020.06.14 00:20:39  37.0948   27.9538       16.1      -.-  1.6  -.-   DEREKOY-MILAS (MUGLA)                             İlksel
2020.06.13 23:25:44  38.0108   26.7625        7.9      -.-  2.3  -.-   EGE DENIZI                                        İlksel
2020.06.13 23:21:11  38.0387   26.7483        6.9      -.-  3.0  2.8   EGE DENIZI                                        İlksel
2020.06.13 22:36:00  37.9152   26.9767        9.0      -.-  1.7  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2020.06.13 22:33:12  37.3982   38.5998        9.8      -.-  1.9  -.-   YALINTAS-BOZOVA (SANLIURFA)                       İlksel
2020.06.13 22:08:01  40.8547   28.0912       11.7      -.-  2.6  -.-   MARMARA DENIZI                                    İlksel
2020.06.13 20:21:10  38.4502   39.2763        7.9      -.-  2.5  -.-   SIVRICE (ELAZIG)                                  İlksel
2020.06.13 20:01:05  38.8458   26.4182       13.0      -.-  3.1  3.0   EGE DENIZI                                        İlksel
2020.06.13 19:07:44  38.4867   39.2040        6.3      -.-  2.8  -.-   DEDEYOLU-SIVRICE (ELAZIG)                         İlksel
2020.06.13 18:31:02  39.2250   28.5535        4.9      -.-  2.2  -.-   MUMCUKOY-SINDIRGI (BALIKESIR)                     İlksel
2020.06.13 17:20:06  38.4010   39.1387        4.7      -.-  1.2  -.-   KAVAKKOY-SIVRICE (ELAZIG)                         İlksel
2020.06.13 17:16:31  37.6165   37.3758       13.9      -.-  1.5  -.-   KARAAGAC-PAZARCIK (KAHRAMANMARAS)                 İlksel
2020.06.13 14:55:58  37.2168   36.0905        9.3      -.-  2.7  -.-   ORHANIYE-(OSMANIYE)                               İlksel
2020.06.13 14:45:03  38.3328   38.9587       10.1      -.-  2.6  -.-   TOPALUSAGI-SIVRICE (ELAZIG)                       İlksel
2020.06.13 12:37:33  37.8042   34.5727        5.9      -.-  2.6  -.-   KEMERHISAR-BOR (NIGDE)                            İlksel
2020.06.13 12:08:43  37.2100   27.9458        0.0      -.-  1.7  -.-   KAYADERE-MILAS (MUGLA)                            İlksel
2020.06.13 11:41:41  39.9110   35.7715        3.2      -.-  2.1  -.-   BUZLUK-KADISEHRI (YOZGAT)                         İlksel
2020.06.13 11:25:26  40.6460   34.0468        5.0      -.-  2.1  -.-   INCIK-(CANKIRI)                                   İlksel
2020.06.13 11:03:27  37.5425   32.1258        5.5      -.-  2.0  -.-   YAYLACIK-SEYDISEHIR (KONYA)                       İlksel
2020.06.13 10:31:04  35.5240   26.7172        7.5      -.-  2.3  -.-   AKDENIZ                                           İlksel
2020.06.13 10:05:33  38.7192   27.1045        9.6      -.-  2.0  -.-   CUKURKOY-MENEMEN (IZMIR)                          İlksel
2020.06.13 10:02:00  37.8703   29.6625        7.8      -.-  2.0  -.-   AVDAN-BOZKURT (DENIZLI)                           İlksel
2020.06.13 06:58:42  38.2450   27.1647        5.5      -.-  1.6  -.-   MENDERES (IZMIR)                                  İlksel
2020.06.13 06:55:19  34.3470   25.9393        2.7      -.-  2.9  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2020.06.13 06:30:11  38.7762   27.7208        9.9      -.-  1.8  -.-   KEMIKLIDERE-SARUHANLI (MANISA)                    İlksel
2020.06.13 05:50:04  36.2192   27.6648        5.9      -.-  1.7  -.-   AKDENIZ                                           İlksel
2020.06.13 04:59:37  36.0793   28.5075       69.3      -.-  2.4  -.-   AKDENIZ                                           İlksel

